"","Suburb","Rooms","Type","Price","Method","SellerG","Date","Distance","Postcode","Bedroom2","Bathroom","Car","Landsize","CouncilArea","Lattitude","Longtitude","Regionname","Propertycount"
"34158","91",4,"1",583000,"3","294","39","90","52","4","2","2",400,"13",-37.56861,144.92493,"4","58"
"34159","92",3,"1",686000,"3","255","39","146","211","3","1","2",850,"7",-38.10256,145.28017,"6","296"
"34160","96",3,"1",1285000,"3","34","39","81","93","3","1","2",150,"33",-37.83031,144.99226,"4","20"
"34162","98",3,"1",830500,"3","171","39","99","107","3","2","2",408,"19",-37.8072,145.27249,"2","31"
"34164","99",4,"1",1010000,"3","221","39","99","107","4","2","2",1187,"19",-37.77936,145.26143,"2","69"
"34165","99",3,"1",960000,"3","156","39","99","107","3","2","2",808,"19",-37.77246,145.26822,"2","69"
"34166","101",2,"1",555000,"3","368","39","99","107","2","1","1",230,"19",-37.81599,145.27655,"2","77"
"34167","101",4,"2",915000,"3","253","39","99","107","4","2","2",299,"19",-37.81236,145.26794,"2","77"
"34169","102",3,"1",440000,"6","292","39","46","38","3","2","2",551,"13",-37.66733,144.92595,"4","95"
"34174","107",4,"1",740000,"6","340","39","52","17","4","1","2",1135,"5",-37.76038,144.77177,"8","269"
"34175","107",3,"1",580000,"3","24","39","52","17","3","1","4",661,"5",-37.76037,144.77328,"8","269"
"34176","109",4,"1",695000,"3","24","39","51","23","4","2","2",448,"5",-37.78213,144.75637,"8","97"
"34177","112",3,"1",812000,"3","51","39","96","141","3","2","2",523,"14",-37.98922,145.14025,"6","189"
"34178","112",4,"1",760000,"1","294","39","96","141","4","2","2",558,"14",-37.97801,145.13348,"6","189"
"34179","114",3,"1",890000,"3","24","39","31","87","3","1","1",462,"17",-37.78021,145.1033,"2","334"
"34180","114",3,"1",1350000,"6","171","39","31","87","3","1","2",730,"17",-37.79365,145.13721,"2","334"
"34182","115",3,"1",1140000,"8","171","39","48","88","3","2","2",801,"17",-37.75918,145.1774,"2","17"
"34183","115",3,"1",1250000,"1","171","39","48","88","3","2","4",652,"17",-37.79769,145.15029,"2","17"
"34185","115",4,"1",1400000,"1","24","39","48","88","4","2","2",599,"17",-37.77602,145.17326,"2","17"
"34186","116",3,"1",1262000,"3","24","39","60","89","3","2","2",694,"17",-37.80224,145.17505,"2","219"
"34187","116",5,"1",1898000,"3","294","39","60","89","5","3","3",1366,"17",-37.77848,145.17597,"2","219"
"34190","117",4,"1",670000,"3","235","39","110","187","4","2","2",687,"27",-37.6147,145.13255,"5","288"
"34192","117",3,"1",500000,"6","275","39","110","187","3","2","1",312,"27",-37.57894,145.12527,"5","288"
"34193","118",3,"1",670000,"3","129","39","119","145","3","1","1",578,"7",-37.99478,145.23681,"6","166"
"34196","121",4,"1",962000,"3","284","39","114","164","4","1","2",593,"14",-38.03535,145.11522,"6","115"
"34197","122",3,"1",1490000,"8","119","39","192","153","3","1","1",361,"10",-37.88464,145.01135,"7","223"
"34198","123",4,"1",1200000,"3","105","39","72","77","4","2","1",844,"2",-37.71696,145.15161,"2","283"
"34200","123",4,"1",830000,"3","90","39","72","77","4","2","2",800,"2",-37.70434,145.172,"2","283"
"34201","123",3,"1",1285000,"3","241","39","72","77","3","2","2",993,"2",-37.7146,145.14124,"2","283"
"34203","124",3,"1",925000,"3","171","39","72","77","3","2","4",748,"2",-37.68973,145.14404,"2","104"
"34213","127",6,"1",1070000,"3","260","39","118","200","6","3","2",800,"7",-37.97776,145.27613,"6","318"
"34214","127",3,"1",770000,"1","133","39","118","200","3","2","2",764,"7",-37.97902,145.27637,"6","318"
"34216","128",3,"1",585000,"3","204","39","76","63","3","1","2",572,"31",-37.64763,145.04872,"4","15"
"34217","128",3,"1",620000,"3","132","39","76","63","3","1","2",527,"31",-37.64162,145.03814,"4","15"
"34219","128",4,"1",681000,"6","337","39","76","63","4","3","2",350,"31",-37.63014,145.02428,"4","15"
"34220","128",4,"1",795000,"1","246","39","76","63","4","2","4",672,"31",-37.65491,145.02649,"4","15"
"34222","128",3,"1",560000,"3","204","39","76","63","3","1","2",536,"31",-37.6471,145.03752,"4","15"
"34223","128",3,"1",530000,"3","132","39","76","63","3","1","2",536,"31",-37.64822,145.03767,"4","15"
"34224","129",2,"1",950000,"8","43","39","195","32","2","1","1",291,"24",-37.75145,144.90793,"8","336"
"34226","129",3,"1",2125000,"3","219","39","195","32","3","2","3",1023,"24",-37.74653,144.91412,"8","336"
"34227","129",4,"1",2150000,"1","246","39","195","32","4","3","2",734,"24",-37.75175,144.90572,"8","336"
"34231","129",2,"3",502000,"3","43","39","195","32","2","1","1",105,"24",-37.75557,144.91246,"8","336"
"34232","129",3,"1",1162500,"6","43","39","195","32","3","1","2",473,"24",-37.74504,144.9129,"8","336"
"34236","130",2,"1",710000,"6","246","39","201","33","2","1","1",314,"24",-37.73613,144.90235,"8","38"
"34237","131",4,"2",800000,"8","246","39","195","32","4","3","1",182,"24",-37.75156,144.886,"8","259"
"34239","131",4,"1",1365000,"3","246","39","195","32","4","2","3",886,"24",-37.75243,144.88566,"8","259"
"34240","134",4,"1",1510000,"1","171","39","179","64","4","1","2",502,"8",-37.77598,145.01727,"4","143"
"34241","134",3,"1",1275000,"6","171","39","179","64","3","2","1",324,"8",-37.78265,145.01498,"4","143"
"34242","135",4,"1",879500,"1","292","39","38","50","4","1","2",690,"13",-37.71829,144.96605,"4","230"
"34243","135",3,"1",728000,"3","294","39","38","50","3","1","4",584,"13",-37.70428,144.96717,"4","230"
"34244","135",3,"1",662500,"1","221","39","38","50","3","1","2",609,"13",-37.71179,144.96594,"4","230"
"34245","135",3,"1",686000,"3","337","39","38","50","3","1","4",639,"13",-37.71363,144.96751,"4","230"
"34246","137",3,"2",636000,"3","337","39","106","127","3","1","2",212,"15",-37.87374,145.27058,"2","13"
"34251","140",2,"1",1362500,"3","246","39","130","56","2","1","1",180,"26",-37.78401,144.97982,"4","267"
"34253","141",2,"1",850000,"8","171","39","128","24","2","1","1",157,"20",-37.78659,144.92285,"4","172"
"34254","142",3,"1",945000,"3","168","39","173","7","3","1","0",219,"18",-37.79732,144.8848,"8","293"
"34258","142",3,"1",931000,"6","168","39","173","7","3","1","0",240,"18",-37.79392,144.88418,"8","293"
"34262","144",2,"1",600000,"8","139","39","153","167","2","1","7",383,"9",-38.14529,145.12912,"6","70"
"34264","146",3,"1",820000,"4","139","39","153","167","3","1","1",697,"9",-38.15969,145.11413,"6","292"
"34265","147",4,"1",883000,"3","221","39","192","153","4","2","2",558,"10",-37.89871,145.01019,"7","237"
"34266","150",3,"1",660000,"6","24","39","36","35","3","1","2",675,"13",-37.68395,144.88921,"8","156"
"34268","150",3,"1",659000,"3","387","39","36","35","3","2","1",547,"13",-37.69394,144.90081,"8","156"
"34269","150",3,"1",630000,"6","24","39","36","35","3","2","2",542,"13",-37.70147,144.89095,"8","156"
"34270","152",3,"1",2300000,"8","139","39","193","117","3","2","2",485,"4",-37.85738,145.04337,"7","6"
"34273","152",3,"1",1480000,"3","214","39","193","117","3","2","1",323,"4",-37.85214,145.04333,"7","6"
"34282","152",3,"1",1633000,"3","171","39","193","117","3","2","3",604,"4",-37.86019,145.08823,"7","6"
"34283","153",3,"1",1045000,"6","171","39","65","121","3","1","3",736,"23",-37.89834,145.14378,"2","56"
"34284","153",3,"1",1330000,"3","178","39","65","121","3","1","1",651,"23",-37.86361,145.15233,"2","56"
"34285","153",4,"1",1280000,"3","106","39","65","121","4","2","2",657,"23",-37.8697,145.18103,"2","56"
"34286","153",4,"1",1250000,"8","171","39","65","121","4","2","2",646,"23",-37.87327,145.18531,"2","56"
"34287","153",3,"1",1350000,"3","24","39","65","121","3","1","1",718,"23",-37.88768,145.16755,"2","56"
"34289","153",3,"1",1220000,"3","24","39","65","121","3","2","2",916,"23",-37.8931,145.1557,"2","56"
"34292","153",5,"1",1000000,"8","133","39","65","121","5","2","2",362,"23",-37.89877,145.15125,"2","56"
"34293","154",3,"1",629000,"3","292","39","22","37","3","1","1",665,"26",-37.69523,144.92933,"4","329"
"34294","154",3,"2",610000,"3","337","39","22","37","3","2","2",157,"26",-37.6978,144.93562,"4","329"
"34299","154",3,"1",835000,"3","246","39","22","37","3","1","2",764,"26",-37.71189,144.90848,"4","329"
"34303","156",3,"1",620000,"1","90","39","60","72","3","1","1",540,"2",-37.71747,145.09208,"4","324"
"34304","156",4,"1",922000,"3","171","39","60","72","4","2","2",914,"2",-37.69672,145.09791,"4","324"
"34306","156",3,"1",775000,"3","90","39","60","72","3","2","1",610,"2",-37.71686,145.09261,"4","324"
"34308","157",4,"1",900000,"6","292","39","88","49","4","2","2",1134,"13",-37.64221,144.8926,"4","222"
"34309","157",3,"1",740000,"3","169","39","88","49","3","2","4",814,"13",-37.65651,144.90259,"4","222"
"34310","157",3,"1",700000,"6","337","39","88","49","3","2","5",681,"13",-37.64203,144.88852,"4","222"
"34311","159",3,"1",750000,"6","87","39","22","37","3","1","3",650,"26",-37.71498,144.95076,"4","119"
"34312","159",3,"1",851000,"6","24","39","22","37","3","1","2",724,"26",-37.70716,144.94822,"4","119"
"34314","161",4,"1",2990000,"3","214","39","44","156","4","2","2",688,"3",-37.92996,145.00283,"7","242"
"34317","161",2,"1",2220000,"3","51","39","44","156","2","1","1",856,"3",-37.93752,145.01618,"7","242"
"34318","161",3,"1",1500000,"8","139","39","44","156","3","2","1",416,"3",-37.94328,145.01072,"7","242"
"34319","161",3,"1",2440000,"3","214","39","44","156","3","2","1",752,"3",-37.93592,145.01187,"7","242"
"34323","161",3,"2",1400000,"8","51","39","44","156","3","2","1",341,"3",-37.94496,145.02111,"7","242"
"34325","161",3,"1",1615000,"3","69","39","44","156","3","2","2",340,"3",-37.9445,145.01609,"7","242"
"34327","164",3,"1",1362500,"3","171","39","175","94","3","1","1",260,"4",-37.82845,145.04085,"7","23"
"34330","164",5,"1",4630000,"3","214","39","175","94","5","3","2",613,"4",-37.81457,145.02455,"7","23"
"34336","164",3,"1",1660000,"1","171","39","175","94","3","1","1",251,"4",-37.81684,145.02068,"7","23"
"34341","165",4,"1",3950000,"3","214","39","183","95","4","3","3",851,"4",-37.84437,145.04763,"7","272"
"34342","165",3,"1",2900000,"3","214","39","183","95","3","1","2",609,"4",-37.83175,145.04414,"7","272"
"34343","165",5,"1",3789000,"3","384","39","183","95","5","2","2",688,"4",-37.8395,145.0532,"7","272"
"34345","165",3,"1",1650000,"8","106","39","183","95","3","2","1",238,"4",-37.82671,145.04786,"7","272"
"34347","165",3,"1",1450000,"8","214","39","183","95","3","1","2",268,"4",-37.81875,145.05695,"7","272"
"34351","169",3,"1",856000,"3","234","39","207","69","3","1","1",368,"2",-37.74861,145.06151,"2","134"
"34353","169",3,"1",1270000,"3","234","39","207","69","3","2","2",668,"2",-37.74695,145.08365,"2","134"
"34355","170",3,"1",858000,"3","294","39","206","66","3","2","2",681,"2",-37.7425,145.05316,"2","139"
"34358","172",3,"2",870000,"3","51","39","59","158","3","1","2",238,"3",-37.94703,145.02513,"7","220"
"34359","172",3,"1",1280000,"1","51","39","59","158","3","1","1",643,"3",-37.95408,145.03569,"7","220"
"34362","172",3,"1",1046000,"3","151","39","59","158","3","1","2",483,"3",-37.94726,145.04292,"7","220"
"34363","172",4,"1",1650000,"6","51","39","59","158","4","2","2",589,"3",-37.94832,145.02815,"7","220"
"34364","172",3,"1",1482000,"3","139","39","59","158","3","1","1",706,"3",-37.94948,145.03373,"7","220"
"34365","173",3,"1",605000,"3","24","39","72","29","3","2","2",655,"5",-37.69639,144.75227,"8","248"
"34366","173",4,"1",765000,"3","24","39","72","29","4","2","2",760,"5",-37.69011,144.7373,"8","248"
"34367","173",4,"1",634000,"6","387","39","72","29","4","2","1",500,"5",-37.70127,144.74953,"8","248"
"34368","173",6,"1",950000,"1","24","39","72","29","6","3","3",2000,"5",-37.69332,144.7305,"8","248"
"34369","173",4,"1",840000,"3","24","39","72","29","4","3","3",619,"5",-37.69012,144.74385,"8","248"
"34370","175",3,"1",470000,"8","292","39","73","22","3","1","4",589,"32",-37.86588,144.70966,"8","44"
"34371","175",3,"1",625000,"3","387","39","73","22","3","1","1",552,"32",-37.87516,144.70114,"8","44"
"34372","175",4,"1",631000,"6","126","39","73","22","4","2","2",657,"32",-37.8602,144.71254,"8","44"
"34373","175",3,"1",520000,"3","24","39","73","22","3","2","2",460,"32",-37.87263,144.66732,"8","44"
"34378","179",4,"1",1836000,"6","246","39","197","65","4","2","2",624,"2",-37.76154,145.03147,"2","247"
"34379","179",3,"1",1417500,"3","234","39","197","65","3","1","2",647,"2",-37.7578,145.05034,"2","247"
"34382","181",3,"1",600000,"8","387","39","46","38","3","1","2",601,"13",-37.68845,144.90978,"4","322"
"34383","181",4,"1",600000,"1","24","39","46","38","4","1","1",600,"13",-37.68725,144.91374,"4","322"
"34386","184",4,"1",780000,"3","246","39","49","28","4","2","3",545,"5",-37.72075,144.82375,"8","103"
"34387","185",3,"1",660000,"3","43","39","58","30","3","1","2",744,"5",-37.72104,144.80801,"8","178"
"34388","186",3,"1",800000,"8","246","39","25","26","3","2","1",341,"5",-37.74442,144.87636,"8","249"
"34390","186",3,"1",960000,"1","246","39","25","26","3","2","2",647,"5",-37.74752,144.87089,"8","249"
"34391","186",3,"1",775000,"3","43","39","25","26","3","2","2",577,"5",-37.74912,144.85677,"8","249"
"34392","186",3,"1",735000,"3","24","39","25","26","3","1","1",543,"5",-37.73582,144.86163,"8","249"
"34393","187",3,"1",653000,"6","387","39","58","30","3","2","2",625,"5",-37.69924,144.79452,"8","252"
"34394","189",3,"1",1394000,"3","246","39","128","24","3","1","2",232,"20",-37.79243,144.92968,"4","234"
"34396","189",3,"1",1640000,"3","34","39","128","24","3","2","2",203,"20",-37.79435,144.92591,"4","234"
"34397","189",3,"2",976000,"3","246","39","128","24","3","1","1",120,"20",-37.79343,144.92935,"4","234"
"34402","190",3,"1",1350000,"8","171","39","176","80","3","1","2",323,"4",-37.81155,145.02845,"7","5"
"34405","190",3,"1",4650000,"1","214","39","176","80","3","2","2",1332,"4",-37.80011,145.02686,"7","5"
"34411","190",4,"1",1660000,"1","171","39","176","80","4","2","4",632,"4",-37.80177,145.02958,"7","5"
"34413","190",6,"1",2905000,"6","214","39","176","80","6","3","2",855,"4",-37.79626,145.03362,"7","5"
"34414","191",5,"1",1850000,"8","214","39","193","81","5","2","2",710,"4",-37.78843,145.04865,"7","121"
"34415","191",3,"1",1765000,"1","171","39","193","81","3","1","2",581,"4",-37.7965,145.06063,"7","121"
"34417","191",3,"1",1580000,"8","171","39","193","81","3","1","2",647,"4",-37.79602,145.04291,"7","121"
"34420","191",4,"1",2930000,"3","214","39","193","81","4","2","4",650,"4",-37.79693,145.04621,"7","121"
"34424","195",4,"1",830000,"1","24","39","28","68","4","2","2",464,"8",-37.71289,145.03408,"4","48"
"34425","196",3,"1",1196000,"3","364","39","185","8","3","1","0",273,"18",-37.81111,144.88272,"8","76"
"34426","197",3,"1",870000,"1","259","39","101","148","3","1","1",989,"15",-37.88827,145.25279,"2","140"
"34428","198",4,"1",2900000,"1","184","39","181","115","4","4","3",630,"29",-37.84382,145.03643,"7","188"
"34430","200",3,"1",590000,"3","294","39","62","62","3","1","6",538,"31",-37.67324,145.04212,"4","313"
"34433","200",3,"1",700000,"3","204","39","62","62","3","1","1",666,"31",-37.67542,145.02634,"4","313"
"34435","200",3,"1",660500,"3","204","39","62","62","3","1","2",602,"31",-37.66044,145.00534,"4","313"
"34437","204",5,"1",1170000,"3","241","39","50","75","5","3","2",1025,"2",-37.72906,145.11955,"2","65"
"34448","208",2,"1",671000,"6","168","39","185","8","2","1","2",140,"18",-37.78939,144.8804,"8","184"
"34451","209",4,"1",2905000,"3","171","39","181","115","4","2","2",704,"29",-37.86062,145.03984,"7","214"
"34452","209",3,"1",2025000,"8","3","39","181","115","4","2","2",250,"29",-37.85168,145.03181,"7","214"
"34455","210",3,"1",2200000,"8","214","39","202","116","3","2","2",735,"29",-37.86652,145.0569,"7","328"
"34456","210",5,"1",3680000,"3","214","39","202","116","5","3","2",807,"29",-37.87479,145.0429,"7","328"
"34460","210",4,"1",2200000,"8","214","39","202","116","4","3","2",656,"29",-37.88127,145.0637,"7","328"
"34461","210",4,"1",2425000,"1","214","39","202","116","4","2","2",651,"29",-37.87534,145.05488,"7","328"
"34462","210",2,"1",1040000,"3","171","39","202","116","2","1","2",209,"29",-37.87291,145.0451,"7","328"
"34464","210",3,"1",1250000,"6","253","39","202","116","3","1","3",555,"29",-37.87874,145.08838,"7","328"
"34465","211",3,"1",1425000,"3","246","39","159","25","3","1","2",869,"18",-37.7682,144.893,"8","224"
"34467","211",3,"2",637500,"6","292","39","159","25","3","2","2",78,"18",-37.77158,144.88116,"8","224"
"34468","212",3,"1",1755000,"1","51","39","23","171","3","1","2",689,"10",-37.90833,145.04263,"7","107"
"34469","213",3,"1",563000,"3","24","39","68","39","3","1","1",662,"13",-37.65863,144.92207,"4","215"
"34470","213",3,"3",412000,"3","132","39","68","39","3","1","6",335,"13",-37.6428,144.92394,"4","215"
"34471","213",3,"1",415000,"3","109","39","68","39","3","1","1",298,"13",-37.64423,144.92637,"4","215"
"34474","215",3,"1",491000,"3","139","39","138","176","3","1","2",918,"21",-37.6812,144.57941,"9","174"
"34475","215",4,"1",500000,"6","278","39","138","176","4","2","4",600,"21",-37.68728,144.5794,"9","174"
"34477","216",3,"1",330000,"1","387","39","122","177","3","2","1",603,"21",-37.71088,144.57519,"9","217"
"34478","216",3,"1",1152000,"3","24","39","122","177","3","1","4",2148,"21",-37.70534,144.57709,"9","217"
"34479","217",3,"1",371000,"3","303","39","138","176","3","1","2",665,"21",-37.67239,144.5616,"5","262"
"34480","218",3,"1",770000,"1","51","39","86","162","3","1","1",454,"14",-37.97581,145.07468,"6","264"
"34482","218",3,"2",2006000,"3","51","39","86","162","3","2","2",318,"14",-37.98567,145.05228,"6","264"
"34483","218",4,"1",1155000,"1","51","39","86","162","4","2","2",565,"14",-37.97861,145.07681,"6","264"
"34487","220",4,"1",535000,"3","132","39","110","187","4","2","2",294,"31",-37.58651,145.08104,"4","255"
"34488","220",3,"1",585000,"6","317","39","110","187","3","1","4",604,"31",-37.59517,145.1041,"4","255"
"34489","220",4,"1",642500,"3","317","39","110","187","4","2","2",460,"31",-37.5912,145.09057,"4","255"
"34490","220",5,"1",745000,"3","132","39","110","187","5","2","2",564,"31",-37.61247,145.08782,"4","255"
"34491","220",3,"1",570000,"3","46","39","110","187","3","2","2",375,"31",-37.58892,145.08861,"4","255"
"34492","220",3,"1",600000,"3","235","39","110","187","3","2","2",362,"31",-37.60995,145.08925,"4","255"
"34493","220",3,"1",615000,"3","294","39","110","187","3","2","2",525,"31",-37.61185,145.08194,"4","255"
